playId,pffPlayId,playType,playTypePrecise,gameId,eliasGameId,sdrEventId,espnScheduleId,espnEventId,pffGameId,sisGameId,gsisGameKey,uniqPlayId,ngsPlaylistKey,teamId,league,teamImageId,teamFullName,team,teamAbbrevName,teamNickName,inFBS,inFCS,activeFBSTeam,activeFCSTeam,teamColor,gameConference,gamepassAwayTeam,gamepassHomeTeam,gamepassDate,seasonYear,gamepassSeasonType,gamepassWeek,wallClock,poss,possAbbrevName,possTeamId,possTeamImageId,side,possession,week,date,gameDate,home,away,team,teamAbbrevName,opponent,opponentAbbrevName,opponentImageId,opponentId,teamPriorScore,opponentPriorScore,teamAfterScore,opponentAfterScore,downStart,distToFirstStart,goalDistStart,pos,startWp,wpa,startEp,epa,yards,driveNumber,driveStartQuarter,driveStartDistance,driveStartingClock,drivePlays,driveYards,driveTimeOfPossession,driveHowEnded,quarter,gameClock,teamFinalScore,opponentFinalScore,opponentCurrentScore,teamCurrentScore,driveTeamOnOffense,description,game,Game Date,week,qtr,los,down,dist,yds,abbrevName,opponentAbbrevName,poss,ngsPlaySummaryData,tmnDataPublicManualHasPublicHighlight,Date,GameId,PlayId,Qtr,SecsLeftInQ,Team,Opponent,TeamCurrentScore,OppCurrentScore,Down,Dist,LOS,PlayType,DriveNumber,PlayNum,Yds,Sack,Interception,FumbleLost,Incomplete,2PtChoice,2PtResult,FGDist,DriveResult,DesignedQBRun,DefensiveTD,Aborted,Onside,TOleft,OppTOLeft,PlayDesc,TmSpread,OddsTotal,PFFPlayID,reportId
540,6898968,PASS,Pass,29563,,,,,29563,,409083,29563-540,"409083, 540",100000118,NCAA,TXBA,Baylor Bears,Baylor Bears,BAY,Bears,true,,,,#003015,Big 12,Houston,Baylor,11292025,2025,REG,14,,BAY,BAY,100000118,TXBA,OFF,true,W14,2025-11-29,2025-11-29 12:00:00,true,false,BAY,BAY,HOU,HOU,TXHO,100000182,0,7,0,7,1,10,75,75,,,1.033566935608906,0.7758423011657476,11,3,1,75,467,8,68,177,Interception,1,467,24,31,7,0,true,(7:47) (BAY 13) Sawyer Robertson pass complete to (BAY 02) Kole Wilson for 11 yards. Tackle by (HOU D22) Marc Stampley II.,HOU 31 @ BAY 24,2025-11-29 12:00:00,W14,1,75,1,10,11,BAY,HOU,BAY,false,false,2025-11-29,29563,540,1,467,Baylor,Houston,0,7,1,10,75,PASS,3,1,11,0,0,0,0,0,,0,Interception,0,0,0,0,3,3,(7:47) (BAY 13) Sawyer Robertson pass complete to (BAY 02) Kole Wilson for 11 yards. Tackle by (HOU D22) Marc Stampley II.,-2,57,6898968,326-undefined
568,6898972,PASS,Pass,29563,,,,,29563,,409083,29563-568,"409083, 568",100000118,NCAA,TXBA,Baylor Bears,Baylor Bears,BAY,Bears,true,,,,#003015,Big 12,Houston,Baylor,11292025,2025,REG,14,,BAY,BAY,100000118,TXBA,OFF,true,W14,2025-11-29,2025-11-29 12:00:00,true,false,BAY,BAY,HOU,HOU,TXHO,100000182,0,7,0,7,1,10,64,64,,,1.7992862677022408,-0.822242120142905,0,3,1,75,467,8,68,177,Interception,1,443,24,31,7,0,true,(7:23) (BAY 13) Sawyer Robertson pass incomplete to (BAY 02) Kole Wilson,HOU 31 @ BAY 24,2025-11-29 12:00:00,W14,1,64,1,10,0,BAY,HOU,BAY,false,false,2025-11-29,29563,568,1,443,Baylor,Houston,0,7,1,10,64,PASS,3,2,0,0,0,0,1,0,,0,Interception,0,0,0,0,3,3,(7:23) (BAY 13) Sawyer Robertson pass incomplete to (BAY 02) Kole Wilson,-2,57,6898972,326-undefined
594,6898995,PASS,Pass,29563,,,,,29563,,409083,29563-594,"409083, 594",100000118,NCAA,TXBA,Baylor Bears,Baylor Bears,BAY,Bears,true,,,,#003015,Big 12,Houston,Baylor,11292025,2025,REG,14,,BAY,BAY,100000118,TXBA,OFF,true,W14,2025-11-29,2025-11-29 12:00:00,true,false,BAY,BAY,HOU,HOU,TXHO,100000182,0,7,0,7,2,10,64,64,,,0.9660283037046039,2.4701327787863163,23,3,1,75,467,8,68,177,Interception,1,438,24,31,7,0,true,(7:18) (BAY 13) Sawyer Robertson pass complete to (BAY 06) Ashtyn Hawkins for 23 yards. Tackle by (HOU D01) Latrell McCutchin Sr..,HOU 31 @ BAY 24,2025-11-29 12:00:00,W14,1,64,2,10,23,BAY,HOU,BAY,false,false,2025-11-29,29563,594,1,438,Baylor,Houston,0,7,2,10,64,PASS,3,3,23,0,0,0,0,0,,0,Interception,0,0,0,0,3,3,(7:18) (BAY 13) Sawyer Robertson pass complete to (BAY 06) Ashtyn Hawkins for 23 yards. Tackle by (HOU D01) Latrell McCutchin Sr..,-2,57,6898995,326-undefined
622,6899003,PASS,Pass,29563,,,,,29563,,409083,29563-622,"409083, 622",100000118,NCAA,TXBA,Baylor Bears,Baylor Bears,BAY,Bears,true,,,,#003015,Big 12,Houston,Baylor,11292025,2025,REG,14,,BAY,BAY,100000118,TXBA,OFF,true,W14,2025-11-29,2025-11-29 12:00:00,true,false,BAY,BAY,HOU,HOU,TXHO,100000182,0,7,0,7,1,10,41,41,,,3.4039314944846524,-0.7927308748362414,0,3,1,75,467,8,68,177,Interception,1,412,24,31,7,0,true,(6:52) (BAY 13) Sawyer Robertson pass incomplete to (BAY 06) Ashtyn Hawkins,HOU 31 @ BAY 24,2025-11-29 12:00:00,W14,1,41,1,10,0,BAY,HOU,BAY,false,false,2025-11-29,29563,622,1,412,Baylor,Houston,0,7,1,10,41,PASS,3,4,0,0,0,0,1,0,,0,Interception,0,0,0,0,3,3,(6:52) (BAY 13) Sawyer Robertson pass incomplete to (BAY 06) Ashtyn Hawkins,-2,57,6899003,326-undefined
648,6899034,RUSH,Rush,29563,,,,,29563,,409083,29563-648,"409083, 648",100000118,NCAA,TXBA,Baylor Bears,Baylor Bears,BAY,Bears,true,,,,#003015,Big 12,Houston,Baylor,11292025,2025,REG,14,,BAY,BAY,100000118,TXBA,OFF,true,W14,2025-11-29,2025-11-29 12:00:00,true,false,BAY,BAY,HOU,HOU,TXHO,100000182,0,7,0,7,2,10,41,41,,,2.600580147500252,1.5200786568614082,10,3,1,75,467,8,68,177,Interception,1,407,24,31,7,0,true,(6:47) (BAY 13) Sawyer Robertson rushes for 10 yards.,HOU 31 @ BAY 24,2025-11-29 12:00:00,W14,1,41,2,10,10,BAY,HOU,BAY,false,false,2025-11-29,29563,648,1,407,Baylor,Houston,0,7,2,10,41,RUSH,3,5,10,0,0,0,0,0,,0,Interception,1,0,0,0,3,3,(6:47) (BAY 13) Sawyer Robertson rushes for 10 yards.,-2,57,6899034,326-undefined
674,6899055,PASS,Pass,29563,,,,,29563,,409083,29563-674,"409083, 674",100000118,NCAA,TXBA,Baylor Bears,Baylor Bears,BAY,Bears,true,,,,#003015,Big 12,Houston,Baylor,11292025,2025,REG,14,,BAY,BAY,100000118,TXBA,OFF,true,W14,2025-11-29,2025-11-29 12:00:00,true,false,BAY,BAY,HOU,HOU,TXHO,100000182,0,7,0,7,1,10,31,31,,,4.100825251579192,1.2031668303464245,17,3,1,75,467,8,68,177,Interception,1,371,24,31,7,0,true,(6:11) (BAY 13) Sawyer Robertson pass complete to (BAY 02) Kole Wilson for 17 yards. Tackle by (HOU D01) Latrell McCutchin Sr.. Assist by (HOU D09) Corey Platt Jr..,HOU 31 @ BAY 24,2025-11-29 12:00:00,W14,1,31,1,10,17,BAY,HOU,BAY,false,false,2025-11-29,29563,674,1,371,Baylor,Houston,0,7,1,10,31,PASS,3,6,17,0,0,0,0,0,,0,Interception,0,0,0,0,3,3,(6:11) (BAY 13) Sawyer Robertson pass complete to (BAY 02) Kole Wilson for 17 yards. Tackle by (HOU D01) Latrell McCutchin Sr.. Assist by (HOU D09) Corey Platt Jr..,-2,57,6899055,326-undefined
702,6899073,RUSH,Rush,29563,,,,,29563,,409083,29563-702,"409083, 702",100000118,NCAA,TXBA,Baylor Bears,Baylor Bears,BAY,Bears,true,,,,#003015,Big 12,Houston,Baylor,11292025,2025,REG,14,,BAY,BAY,100000118,TXBA,OFF,true,W14,2025-11-29,2025-11-29 12:00:00,true,false,BAY,BAY,HOU,HOU,TXHO,100000182,0,7,0,7,1,10,14,14,,,5.2882935042710475,0.5338285335941191,7,3,1,75,467,8,68,177,Interception,1,335,24,31,7,0,true,(5:35) (BAY 22) Caden Knighten rushes for 7 yards. Tackle by (HOU D08) Kentrell Webb. Assist by (HOU D09) Corey Platt Jr..,HOU 31 @ BAY 24,2025-11-29 12:00:00,W14,1,14,1,10,7,BAY,HOU,BAY,false,false,2025-11-29,29563,702,1,335,Baylor,Houston,0,7,1,10,14,RUSH,3,7,7,0,0,0,0,0,,0,Interception,0,0,0,0,3,3,(5:35) (BAY 22) Caden Knighten rushes for 7 yards. Tackle by (HOU D08) Kentrell Webb. Assist by (HOU D09) Corey Platt Jr..,-2,57,6899073,326-undefined
728,6899097,PASS,Pass,29563,,,,,29563,,409083,29563-728,"409083, 728",100000118,NCAA,TXBA,Baylor Bears,Baylor Bears,BAY,Bears,true,,,,#003015,Big 12,Houston,Baylor,11292025,2025,REG,14,,BAY,BAY,100000118,TXBA,OFF,true,W14,2025-11-29,2025-11-29 12:00:00,true,false,BAY,BAY,HOU,HOU,TXHO,100000182,0,7,0,7,2,3,7,7,,,5.815156795408774,-6.410344495188928,0,3,1,75,467,8,68,177,Interception,1,298,24,31,7,0,true,(4:58) (BAY 13) Sawyer Robertson pass to (BAY 06) Ashtyn Hawkins intercepted by (HOU D22) Marc Stampley II.,HOU 31 @ BAY 24,2025-11-29 12:00:00,W14,1,7,2,3,0,BAY,HOU,BAY,false,false,2025-11-29,29563,728,1,298,Baylor,Houston,0,7,2,3,7,PASS,3,8,0,0,1,0,1,0,,0,Interception,0,0,0,0,3,3,(4:58) (BAY 13) Sawyer Robertson pass to (BAY 06) Ashtyn Hawkins intercepted by (HOU D22) Marc Stampley II.,-2,57,6899097,326-undefined
753,6899176,RUSH,Rush,29563,,,,,29563,,409083,29563-753,"409083, 753",100000118,NCAA,TXBA,Baylor Bears,Baylor Bears,BAY,Bears,true,,,,#003015,Big 12,Houston,Baylor,11292025,2025,REG,14,,HOU,HOU,100000182,TXHO,DEF,false,W14,2025-11-29,2025-11-29 12:00:00,true,false,BAY,BAY,HOU,HOU,TXHO,100000182,0,7,0,7,1,10,80,80,,,-0.6810691600996137,-0.7498223911590254,11,4,1,80,290,4,6,167,Punt,1,290,24,31,7,0,false,(4:50) (HOU 25) DJ Butler rushes for 11 yards. Tackle by (BAY D45) Kyland Reed. Assist by (BAY D24) Micah Gifford.,HOU 31 @ BAY 24,2025-11-29 12:00:00,W14,1,80,1,10,11,BAY,HOU,HOU,false,false,2025-11-29,29563,753,1,290,Baylor,Houston,0,7,1,10,80,RUSH,4,1,11,0,0,0,0,0,,0,Punt,0,0,0,0,3,3,(4:50) (HOU 25) DJ Butler rushes for 11 yards. Tackle by (BAY D45) Kyland Reed. Assist by (BAY D24) Micah Gifford.,-2,57,6899176,326-undefined
779,6899190,RUSH,Rush,29563,,,,,29563,,409083,29563-779,"409083, 779",100000118,NCAA,TXBA,Baylor Bears,Baylor Bears,BAY,Bears,true,,,,#003015,Big 12,Houston,Baylor,11292025,2025,REG,14,,HOU,HOU,100000182,TXHO,DEF,false,W14,2025-11-29,2025-11-29 12:00:00,true,false,BAY,BAY,HOU,HOU,TXHO,100000182,0,7,0,7,1,10,69,69,,,-1.4409371645609033,0.3949411527691178,3,4,1,80,290,4,6,167,Punt,1,248,24,31,7,0,false,(4:08) (HOU 25) DJ Butler rushes for 3 yards. Tackle by (BAY D24) Micah Gifford.,HOU 31 @ BAY 24,2025-11-29 12:00:00,W14,1,69,1,10,3,BAY,HOU,HOU,false,false,2025-11-29,29563,779,1,248,Baylor,Houston,0,7,1,10,69,RUSH,4,2,3,0,0,0,0,0,,0,Punt,0,0,0,0,3,3,(4:08) (HOU 25) DJ Butler rushes for 3 yards. Tackle by (BAY D24) Micah Gifford.,-2,57,6899190,326-undefined
805,6899210,RUSH,Rush,29563,,,,,29563,,409083,29563-805,"409083, 805",100000118,NCAA,TXBA,Baylor Bears,Baylor Bears,BAY,Bears,true,,,,#003015,Big 12,Houston,Baylor,11292025,2025,REG,14,,HOU,HOU,100000182,TXHO,DEF,false,W14,2025-11-29,2025-11-29 12:00:00,true,false,BAY,BAY,HOU,HOU,TXHO,100000182,0,7,0,7,2,7,66,66,,,-1.0511490913143864,2.3198154629915573,-8,4,1,80,290,4,6,167,Punt,1,215,24,31,7,0,false,(3:35) (HOU 04) Mekhi Mews rushes for -8 yards. Tackle by (BAY D33) DJ Coleman. Assist by (BAY D32) Emar'rion Winston.,HOU 31 @ BAY 24,2025-11-29 12:00:00,W14,1,66,2,7,-8,BAY,HOU,HOU,false,false,2025-11-29,29563,805,1,215,Baylor,Houston,0,7,2,7,66,RUSH,4,3,-8,0,0,0,0,0,,0,Punt,0,0,0,0,3,3,(3:35) (HOU 04) Mekhi Mews rushes for -8 yards. Tackle by (BAY D33) DJ Coleman. Assist by (BAY D32) Emar'rion Winston.,-2,57,6899210,326-undefined
831,6899222,PASS,Pass,29563,,,,,29563,,409083,29563-831,"409083, 831",100000118,NCAA,TXBA,Baylor Bears,Baylor Bears,BAY,Bears,true,,,,#003015,Big 12,Houston,Baylor,11292025,2025,REG,14,,HOU,HOU,100000182,TXHO,DEF,false,W14,2025-11-29,2025-11-29 12:00:00,true,false,BAY,BAY,HOU,HOU,TXHO,100000182,0,7,0,7,3,15,74,74,,,1.2383980811363187,0.4092227299425716,0,4,1,80,290,4,6,167,Punt,1,174,24,31,7,0,false,(2:54) (HOU 01) Conner Weigman pass complete to (HOU 00) Amare Thomas for 0 yards. Tackle by (BAY D11) Keaton Thomas.,HOU 31 @ BAY 24,2025-11-29 12:00:00,W14,1,74,3,15,0,BAY,HOU,HOU,false,false,2025-11-29,29563,831,1,174,Baylor,Houston,0,7,3,15,74,PASS,4,4,0,0,0,0,0,0,,0,Punt,0,0,0,0,3,3,(2:54) (HOU 01) Conner Weigman pass complete to (HOU 00) Amare Thomas for 0 yards. Tackle by (BAY D11) Keaton Thomas.,-2,57,6899222,326-undefined
859,6899247,PUNT,Punt,29563,,,,,29563,,409083,29563-859,"409083, 859",100000118,NCAA,TXBA,Baylor Bears,Baylor Bears,BAY,Bears,true,,,,#003015,Big 12,Houston,Baylor,11292025,2025,REG,14,,HOU,HOU,100000182,TXHO,DEF,false,W14,2025-11-29,2025-11-29 12:00:00,true,false,BAY,BAY,HOU,HOU,TXHO,100000182,0,7,0,7,4,15,74,74,,,1.6422813896104906,1.3324405002013933,,4,1,80,290,4,6,167,Punt,1,137,24,31,7,0,false,(2:17) 45 Yard Punt by (HOU S91) Liam Dougherty. Returned 24 yards by (BAY 34) Josh Cameron. Tackle by (HOU D93) Xavier Stillman.,HOU 31 @ BAY 24,2025-11-29 12:00:00,W14,1,74,4,15,0,BAY,HOU,HOU,false,false,2025-11-29,29563,859,1,137,Baylor,Houston,0,7,4,15,74,PUNT,4,0,0,0,0,0,0,0,,0,Punt,0,0,0,0,3,3,(2:17) 45 Yard Punt by (HOU S91) Liam Dougherty. Returned 24 yards by (BAY 34) Josh Cameron. Tackle by (HOU D93) Xavier Stillman.,-2,57,6899247,326-undefined
888,6899325,PASS,Pass,29563,,,,,29563,,409083,29563-888,"409083, 888",100000118,NCAA,TXBA,Baylor Bears,Baylor Bears,BAY,Bears,true,,,,#003015,Big 12,Houston,Baylor,11292025,2025,REG,14,,BAY,BAY,100000118,TXBA,OFF,true,W14,2025-11-29,2025-11-29 12:00:00,true,false,BAY,BAY,HOU,HOU,TXHO,100000182,0,7,0,7,1,10,47,47,,,2.957336586182394,1.411264228331786,20,5,1,47,123,2,16,35,Fumble,1,123,24,31,7,0,true,(2:03) (BAY 13) Sawyer Robertson pass complete to (BAY 85) Matthew Klopfenstein for 20 yards. Tackle by (HOU D36) Jalen Garner.,HOU 31 @ BAY 24,2025-11-29 12:00:00,W14,1,47,1,10,20,BAY,HOU,BAY,false,false,2025-11-29,29563,888,1,123,Baylor,Houston,0,7,1,10,47,PASS,5,1,20,0,0,0,0,0,,0,Fumble,0,0,0,0,3,3,(2:03) (BAY 13) Sawyer Robertson pass complete to (BAY 85) Matthew Klopfenstein for 20 yards. Tackle by (HOU D36) Jalen Garner.,-2,57,6899325,326-undefined
916,6899338,RUSH,Sack,29563,,,,,29563,,409083,29563-916,"409083, 916",100000118,NCAA,TXBA,Baylor Bears,Baylor Bears,BAY,Bears,true,,,,#003015,Big 12,Houston,Baylor,11292025,2025,REG,14,,BAY,BAY,100000118,TXBA,OFF,true,W14,2025-11-29,2025-11-29 12:00:00,true,false,BAY,BAY,HOU,HOU,TXHO,100000182,0,7,0,7,1,10,27,27,,,4.350187041360874,-5.69961083038829,-4,5,1,47,123,2,16,35,Fumble,1,95,24,31,7,0,true,(1:35) (BAY 13) Sawyer Robertson sacked for a loss of 4 yards by (HOU D04) Brandon Mack II. Fumble Lost by (BAY 13) Sawyer Robertson. Recovered by (HOU D12) Sione Fotu.,HOU 31 @ BAY 24,2025-11-29 12:00:00,W14,1,27,1,10,-4,BAY,HOU,BAY,false,false,2025-11-29,29563,916,1,95,Baylor,Houston,0,7,1,10,27,RUSH,5,2,-4,1,0,1,0,0,,0,Fumble,1,0,0,0,3,3,(1:35) (BAY 13) Sawyer Robertson sacked for a loss of 4 yards by (HOU D04) Brandon Mack II. Fumble Lost by (BAY 13) Sawyer Robertson. Recovered by (HOU D12) Sione Fotu.,-2,57,6899338,326-undefined
949,6899357,PENALTY,PassPenalty,29563,,,,,29563,,409083,29563-949,"409083, 949",100000118,NCAA,TXBA,Baylor Bears,Baylor Bears,BAY,Bears,true,,,,#003015,Big 12,Houston,Baylor,11292025,2025,REG,14,,HOU,HOU,100000182,TXHO,DEF,false,W14,2025-11-29,2025-11-29 12:00:00,true,false,BAY,BAY,HOU,HOU,TXHO,100000182,0,7,0,14,1,10,69,69,,,-1.4257833203651975,-1.0237005272427828,0,6,1,69,88,6,69,135,Touchdown,1,88,24,31,7,0,false,"Penalty on (BAY D27) Tevin Williams III, First Down.",HOU 31 @ BAY 24,2025-11-29 12:00:00,W14,1,69,1,10,0,BAY,HOU,HOU,false,false,2025-11-29,29563,949,1,88,Baylor,Houston,0,7,1,10,69,PENALTY,6,0,0,0,0,0,0,0,,0,Touchdown,0,0,0,0,3,3,"Penalty on (BAY D27) Tevin Williams III, First Down.",-2,57,6899357,326-undefined
986,6899391,RUSH,Rush,29563,,,,,29563,,409083,29563-986,"409083, 986",100000118,NCAA,TXBA,Baylor Bears,Baylor Bears,BAY,Bears,true,,,,#003015,Big 12,Houston,Baylor,11292025,2025,REG,14,,HOU,HOU,100000182,TXHO,DEF,false,W14,2025-11-29,2025-11-29 12:00:00,true,false,BAY,BAY,HOU,HOU,TXHO,100000182,0,7,0,14,1,10,54,54,,,-2.4631986949575095,1.0862252297986086,-2,6,1,69,88,6,69,135,Touchdown,1,80,24,31,7,0,false,(1:20) (HOU 44) Dean Connors rushes for -2 yards. Tackle by (BAY D59) Devonte Tezino.,HOU 31 @ BAY 24,2025-11-29 12:00:00,W14,1,54,1,10,-2,BAY,HOU,HOU,false,false,2025-11-29,29563,986,1,80,Baylor,Houston,0,7,1,10,54,RUSH,6,1,-2,0,0,0,0,0,,0,Touchdown,0,0,0,0,3,3,(1:20) (HOU 44) Dean Connors rushes for -2 yards. Tackle by (BAY D59) Devonte Tezino.,-2,57,6899391,326-undefined
1012,6899407,PASS,Pass,29563,,,,,29563,,409083,29563-1012,"409083, 1012",100000118,NCAA,TXBA,Baylor Bears,Baylor Bears,BAY,Bears,true,,,,#003015,Big 12,Houston,Baylor,11292025,2025,REG,14,,HOU,HOU,100000182,TXHO,DEF,false,W14,2025-11-29,2025-11-29 12:00:00,true,false,BAY,BAY,HOU,HOU,TXHO,100000182,0,7,0,14,2,12,56,56,,,-1.3911462221617144,0.7232700794985997,3,6,1,69,88,6,69,135,Touchdown,1,51,24,31,7,0,false,(:51) (HOU 01) Conner Weigman pass complete to (HOU 09) Tanner Koziol for 3 yards. Tackle by (BAY D45) Kyland Reed. Assist by (BAY D11) Keaton Thomas.,HOU 31 @ BAY 24,2025-11-29 12:00:00,W14,1,56,2,12,3,BAY,HOU,HOU,false,false,2025-11-29,29563,1012,1,51,Baylor,Houston,0,7,2,12,56,PASS,6,2,3,0,0,0,0,0,,0,Touchdown,0,0,0,0,3,3,(:51) (HOU 01) Conner Weigman pass complete to (HOU 09) Tanner Koziol for 3 yards. Tackle by (BAY D45) Kyland Reed. Assist by (BAY D11) Keaton Thomas.,-2,57,6899407,326-undefined
1040,6899426,PASS,Pass,29563,,,,,29563,,409083,29563-1040,"409083, 1040",100000118,NCAA,TXBA,Baylor Bears,Baylor Bears,BAY,Bears,true,,,,#003015,Big 12,Houston,Baylor,11292025,2025,REG,14,,HOU,HOU,100000182,TXHO,DEF,false,W14,2025-11-29,2025-11-29 12:00:00,true,false,BAY,BAY,HOU,HOU,TXHO,100000182,0,7,0,14,3,9,53,53,,,-0.6773131643810135,-2.7769822225151506,14,6,1,69,88,6,69,135,Touchdown,1,6,24,31,7,0,false,(:06) (HOU 01) Conner Weigman pass complete to (HOU 44) Dean Connors for 14 yards. Tackle by (BAY D03) Devyn Bobby. Assist by (BAY D33) DJ Coleman.,HOU 31 @ BAY 24,2025-11-29 12:00:00,W14,1,53,3,9,14,BAY,HOU,HOU,false,false,2025-11-29,29563,1040,1,6,Baylor,Houston,0,7,3,9,53,PASS,6,3,14,0,0,0,0,0,,0,Touchdown,0,0,0,0,3,3,(:06) (HOU 01) Conner Weigman pass complete to (HOU 44) Dean Connors for 14 yards. Tackle by (BAY D03) Devyn Bobby. Assist by (BAY D33) DJ Coleman.,-2,57,6899426,326-undefined
1077,6899674,PASS,Pass,29563,,,,,29563,,409083,29563-1077,"409083, 1077",100000118,NCAA,TXBA,Baylor Bears,Baylor Bears,BAY,Bears,true,,,,#003015,Big 12,Houston,Baylor,11292025,2025,REG,14,,HOU,HOU,100000182,TXHO,DEF,false,W14,2025-11-29,2025-11-29 12:00:00,true,false,BAY,BAY,HOU,HOU,TXHO,100000182,0,7,0,14,1,10,39,39,,,-3.4914995166788567,-0.7511846381102455,11,6,1,69,88,6,69,135,Touchdown,2,900,24,31,7,0,false,(15:00) (HOU 01) Conner Weigman pass complete to (HOU 21) Stacy Sneed for 11 yards. Tackle by (BAY D22) Reggie Bush II. Assist by (BAY D09) Cooper Lanz.,HOU 31 @ BAY 24,2025-11-29 12:00:00,W14,2,39,1,10,11,BAY,HOU,HOU,false,false,2025-11-29,29563,1077,2,900,Baylor,Houston,0,7,1,10,39,PASS,6,4,11,0,0,0,0,0,,0,Touchdown,0,0,0,0,3,3,(15:00) (HOU 01) Conner Weigman pass complete to (HOU 21) Stacy Sneed for 11 yards. Tackle by (BAY D22) Reggie Bush II. Assist by (BAY D09) Cooper Lanz.,-2,57,6899674,326-undefined
1105,6899678,PASS,Pass,29563,,,,,29563,,409083,29563-1105,"409083, 1105",100000118,NCAA,TXBA,Baylor Bears,Baylor Bears,BAY,Bears,true,,,,#003015,Big 12,Houston,Baylor,11292025,2025,REG,14,,HOU,HOU,100000182,TXHO,DEF,false,W14,2025-11-29,2025-11-29 12:00:00,true,false,BAY,BAY,HOU,HOU,TXHO,100000182,0,7,0,14,1,10,28,28,,,-4.25274801855475,0.7865260756389674,0,6,1,69,88,6,69,135,Touchdown,2,870,24,31,7,0,false,(14:30) (HOU 01) Conner Weigman pass incomplete to (HOU 21) Stacy Sneed,HOU 31 @ BAY 24,2025-11-29 12:00:00,W14,2,28,1,10,0,BAY,HOU,HOU,false,false,2025-11-29,29563,1105,2,870,Baylor,Houston,0,7,1,10,28,PASS,6,5,0,0,0,0,1,0,,0,Touchdown,0,0,0,0,3,3,(14:30) (HOU 01) Conner Weigman pass incomplete to (HOU 21) Stacy Sneed,-2,57,6899678,326-undefined
1131,6899682,RUSH,Rush,29563,,,,,29563,,409083,29563-1131,"409083, 1131",100000118,NCAA,TXBA,Baylor Bears,Baylor Bears,BAY,Bears,true,,,,#003015,Big 12,Houston,Baylor,11292025,2025,REG,14,,HOU,HOU,100000182,TXHO,DEF,false,W14,2025-11-29,2025-11-29 12:00:00,true,false,BAY,BAY,HOU,HOU,TXHO,100000182,0,7,0,14,2,10,28,28,,,-3.4764843108304686,-3.437462886129645,28,6,1,69,88,6,69,135,Touchdown,2,865,24,31,7,0,false,Touchdown Houston - (14:25) (HOU 01) Conner Weigman rushes for 28 yards.,HOU 31 @ BAY 24,2025-11-29 12:00:00,W14,2,28,2,10,28,BAY,HOU,HOU,false,false,2025-11-29,29563,1131,2,865,Baylor,Houston,0,7,2,10,28,RUSH,6,6,28,0,0,0,0,0,,0,Touchdown,1,0,0,0,3,3,Touchdown Houston - (14:25) (HOU 01) Conner Weigman rushes for 28 yards.,-2,57,6899682,326-undefined
1153,6899684,XPA,XPA,29563,,,,,29563,,409083,29563-1153,"409083, 1153",100000118,NCAA,TXBA,Baylor Bears,Baylor Bears,BAY,Bears,true,,,,#003015,Big 12,Houston,Baylor,11292025,2025,REG,14,,HOU,HOU,100000182,TXHO,DEF,false,W14,2025-11-29,2025-11-29 12:00:00,true,false,BAY,BAY,HOU,HOU,TXHO,100000182,0,7,0,14,,,3,3,,,-0.96,-0.040000000000000036,,6,1,69,88,6,69,135,Touchdown,2,853,24,31,13,0,false,(HOU S92) Ethan Sanchez extra point is good.,HOU 31 @ BAY 24,2025-11-29 12:00:00,W14,2,3,0,-,0,BAY,HOU,HOU,false,false,2025-11-29,29563,1153,2,853,Baylor,Houston,0,13,0,-,3,XPA,6,0,0,0,0,0,0,1,MADE,0,Touchdown,0,0,0,0,3,3,(HOU S92) Ethan Sanchez extra point is good.,-2,57,6899684,326-undefined
1173,6899689,KICKOFF,Kickoff,29563,,,,,29563,,409083,29563-1173,"409083, 1173",100000118,NCAA,TXBA,Baylor Bears,Baylor Bears,BAY,Bears,true,,,,#003015,Big 12,Houston,Baylor,11292025,2025,REG,14,,BAY,BAY,100000118,TXBA,OFF,false,W14,2025-11-29,2025-11-29 12:00:00,true,false,BAY,BAY,HOU,HOU,TXHO,100000182,0,14,3,14,,,65,65,,,0.7926221861294613,2.8604900218701297,,7,2,37,853,4,0,29,Field Goal,2,853,24,31,14,0,true,55 Yard Kickoff by (HOU S96) Zac Yoakam. Returned 53 yards by (BAY 02) Kole Wilson. Tackle by (HOU D24) Wrook Brown.,HOU 31 @ BAY 24,2025-11-29 12:00:00,W14,2,65,0,-,0,BAY,HOU,BAY,false,false,2025-11-29,29563,1173,2,853,Baylor,Houston,0,14,0,-,65,KICKOFF,7,0,0,0,0,0,0,0,,0,Field Goal,0,0,0,0,3,3,55 Yard Kickoff by (HOU S96) Zac Yoakam. Returned 53 yards by (BAY 02) Kole Wilson. Tackle by (HOU D24) Wrook Brown.,-2,57,6899689,326-undefined
